filename,product_name,price_default,price_card,price_discount,barcode,discount_amount,id_sku,print_datetime,code,additional_info,color,special_symbols,frame_timestamp,x_min,y_min,x_max,y_max,qr_code_barcode,price1_qr,price2_qr,price3_qr,price4_qr,wholesale_level_1_count,wholesale_level_1_price,wholesale_level_2_count,wholesale_level_2_price,action_price_qr,action_code_qr
49_5.mp4,Продукт овсяный питьевой VELLE ферментированный Малина (Россия) 230г,73.99,64.99,нет,4 607124 143901,-12%,360108 699851,01.04.2026 1:22,_048 005_1_12_1,3 по цене 2 от цены без кapты,red,Ш,0,"2984,5","1539,3","3116,4","1700,7",4607124143901,73.99,70.29,нет,64.00,нет,нет,нет,нет,нет,нет
49_5.mp4,Продукт овсяный питьевой VELLE ферментированный Облепиха (Россия),73.99,64.99,нет,4 607124 143925,-12%,360108 699852,01.04.2026 1:22,_048 005_1_10_1,нет,red,Ш,0,"3017,1","1399,7","3144,3","1550,2",4607124143925,73.99,70.29,нет,64.99,нет,нет,нет,нет,нет,нет
49_5.mp4,Продукт овсяный питьевой VELLE ферментированный Черника (Россия) 230г,73.99,64.99,нет,4 607124 143949,-12%,360108 699853,01.04.2026 1:22,_048 005_1_11_1,нет,red,Ш,0,"3037,3","1249,3","3172,2",1409,4607124143949,73.99,70.29,нет,64.99,нет,нет,нет,нет,нет,нет
49_5.mp4,Растительный напиток ЛЕНТА LIFE йогуртный облепиха д/детей с 3 лет (Россия) 250г,63.19,59.99,нет,4 606068 922030,нет,360109 896258,22.03.2026 20:13,нет,нет,yellow,нет,0,"3055,9","1022,8","3198,6","1221,3",460606892203,63.19,59.99,нет,нет,нет,нет,нет,нет,нет,нет
49_5.mp4,Растительный напиток ЛЕНТА LIFE йогуртный клубника-банан д/детей с 3 лет (Россия) 250г,63.19,59.99,нет,4 606068 922023,нет,360109 896142,22.03.2026 20:13,нет,нет,yellow,нет,0,"3083,1","825,1","3217,4","1014,6",4606068922023,63.19,59.99,нет,нет,нет,нет,нет,нет,нет,нет
49_5.mp4,Коктейль молочный HYPER у/ паст. б/ лакт. обогащ. белком со вкусом шоколада без змж (Россия) 250г,210.52,169.99,нет,4 606779 301407,-19%,360401 897442,26.03.2026 18:15,нет,нет,red,нет,233,"2021,7","1915,8","2198,7","2079,1",4606779301407,210.52,199.99,нет,169.99,нет,нет,нет,нет,нет,нет
49_5.mp4,Коктейль молочный HYPER y/ паст. б/ лакт. обогащ. белком со вкусом кофе латте без змж (Россия) 250г,210.52,169.99,нет,4 606779 301605,-19%,360401 897444,26.03.2026 18:15,нет,нет,red,нет,0,"2035,1","1623,7","2228,6","1810,6",4606779301605,210.52,199.99,нет,169.99,нет,нет,нет,нет,нет,нет
49_5.mp4,Коктейль молочный HYPER у/ паст. б/ лакт. обогащ. белком со вкусом банана без змж (Россия) 250г,210.52,169.99,нет,4 606779 301506,-19%,360401 897443,26.03.2026 18:15,нет,нет,red,нет,0,"2025,1","1450,3","2211,9","1637,1",4606779301506,210.52,199.99,нет,169.99,нет,нет,нет,нет,нет,нет
49_5.mp4,Коктейль молочный LET'S GO высокобелковый б/ лакт. б/ сах. клубника без змж (Россия) 500г,189.47,159.99,нет,4 610093 729083,-15%,360401 750423,18.03.2026 13:22,12_048 002__,нет,red,K,0,"2038,4","1230,1","2238,6","1446,9",4610093729083,189.47,нет,нет,159.99,нет,нет,нет,нет,нет,нет
49_5.mp4,Коктейль молочный LET' S GO высокобелковый б/ лакт. б/ сах. ваниль без змж (Россия) 500г,189.47,159.99,нет,4 610093 729250,-15%,360401 750424,18.03.2026 13:17,12_048 002__,нет,red,K,0,"2051,8","1013,2","2251,9","1233,4",4610093729250,189.47,нет,нет,159.99,нет,нет,нет,нет,нет,нет
