filename,product_name,price_default,price_card,price_discount,barcode,discount_amount,id_sku,print_datetime,code,additional_info,color,special_symbols,frame_timestamp,x_min,y_min,x_max,y_max,qr_code_barcode,price1_qr,price2_qr,price3_qr,price4_qr,wholesale_level_1_count,wholesale_level_1_price,wholesale_level_2_count,wholesale_level_2_price,action_price_qr,action_code_qr
25_12-20/2.mp4,"Напиток безалкогольный SANTO STEFANO Rosso (Россия) 0, 25L","252,63","129,99",нет,4670025474665,-48%,270207736530,03.04.2026 3:08,нет,нет,red,нет,0,"2063,1","1929,8","2296,6","2126,1",4670025474665,252.63,239.99,нет,129.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Напиток безалкогольный SANTO STEFANO Bianco (Россия) 0, 25L","252,63","129,99",нет,4670025474658,-48%,270207736529,03.04.2026 3:08,нет,нет,red,нет,0,"2098,8","1428,5","2348,7","1663,4",4670025474658,252.63,239.99,нет,129.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Напиток безалкогольный ABRAU LIGHT Аромат. с/газ. (Россия) 0, 25L","144,99","129,99",нет,4680140271438,-10%,270207716055,04.04.2026 1:09,нет,нет,red,нет,0,"2125,1","979,1","2374,1","1258,3",4680140271438,144.99,137.79,нет,129.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Напиток безалкогольный ABRAU LIGHT Аромат. розовый с/газ. (Россия) 0, 25L","144,99","129,99",нет,4680140271469,-10%,270207716056,04.04.2026 1:09,024 017_1_6_2,3 по цене 2 от цены без карты,red,Ш,0,2148,419,"2412,5","957,2",,,,,,,,,,,
25_12-20/2.mp4,"Напиток безалкогольный ABRAU LIGHT Zero ароматиз. сильногазир. (Россия) 0, 75L","547,36","259,99",нет,4630027300508,-52%,270207659437,17.03.2026 13:27,нет,Полусладкое,red,нет,5745,"2061,3",1896,"2296,9","2101,5",4630027300508,547.36,519.99,нет,259.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Вино безалкогольное MAYBACH роз. п/сух. (Германия) 0, 75L","1263,15","769,99",нет,4062073002325,-39%,270122736635,03.04.2026 3:08,нет,Полусухое,red,нет,0,"657,7","1779,6","868,9","1969,5",4062073002325,1263.15,1199.99,нет,769.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Вино безалкогольное MAYBACH бел. п/сух. (Германия) 0, 75L","1263,15","799,99",нет,4062073002301,-36%,270122736634,,нет,Полусухое,red,нет,0,"593,9","1330,8","804,3","1553,7",4062073002301,1263.15,1199.99,нет,799.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Вино безалкогольное MUCHO MAS бел. п/сух. (Испания)  0, 75L","1068,42",нет,нет,нет,нет,нет,нет,нет,"Полусухое, Упс! Товар закончился. Уже везём!",red,нет,0,"581,4","1009,6","805,1","1301,5",8410702062633,1068.42,1014.99,нет,799.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Вино безалкогольное CARL JUNG Cuvee red кр. (Германия) 0, 75L","1684,2","1199,99",нет,4009427051042,-28%,270122866241,27.01.2026 14:00,нет,нет,red,нет,0,"570,4","738,3","763,3","979,5",4009427051042,1684.20,1599.99,нет,1199.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Вино безалкогольное LE PETIT BERET Sauvignon (Франция) 0, 75L","1368,42","699,99",нет,3760251404725,-48%,270122724887,20.03.2026,нет,Сухое,red,нет,0,"586,1","184,2","804,3","423,6",3760251404725,1368.42,1299.99,нет,699.99,нет,нет,нет,нет,нет,нет
25_12-20/2.mp4,"Вино безалкогольное E ENJOY ЭнджОй ит Шардоне бел. п/ сл. (Германия) 0, 75L","894,73","849,99",нет,4003301082771,нет,270122881719,25.02.2026 10:53,нет,нет,yellow,нет,7168,"2071,2","1851,3","2301,5",2057,4003301082771,894.73,849.99,нет,нет,2,805.26,3,760.52,нет,нет
